owner_org,d_fiscal_year,total
aafc-aac,2017-2018,204712.9159616469
aafc-aac,2018-2019,204712.9159616469
aafc-aac,2019-2020,287679.2473768265
aafc-aac,2020-2021,311509.56387033843
aandc-aadnc,2017-2018,322134.781312347
aandc-aadnc,2018-2019,588308.5683916649
aandc-aadnc,2019-2020,609763.8432313128
aandc-aadnc,2020-2021,510170.36202231445
atssc-scdata,2017-2018,18581.06
atssc-scdata,2018-2019,0
atssc-scdata,2019-2020,50032.635202271114
atssc-scdata,2020-2021,58158.95493257629
cas-satj,2018-2019,11802.180995475113
cas-satj,2019-2020,116068.2590045249
cbsa-asfc,2017-2018,1017789.3742525522
cbsa-asfc,2018-2019,1567356.6344196298
cbsa-asfc,2019-2020,1781975.6310284433
cbsa-asfc,2020-2021,1003764.0357473677
ced-dec,2018-2019,22987
cer-rec,2017-2018,220692.18194387056
cer-rec,2018-2019,326043.720177484
cer-rec,2019-2020,141383.13667056334
cer-rec,2020-2021,82361.38155085071
cfia-acia,2017-2018,132836.94595999867
cfia-acia,2018-2019,24542.24
cfia-acia,2019-2020,130524.57445945946
cfia-acia,2020-2021,60815.30554054055
chrc-ccdp,2017-2018,2628.9152191235057
chrc-ccdp,2018-2019,192339.25469315398
chrc-ccdp,2019-2020,122489.53782291414
chrc-ccdp,2020-2021,152619.52715091885
cic,2017-2018,398849.551576725
cic,2018-2019,35200.10811485756
cic,2019-2020,17660.16
cnsc-ccsn,2018-2019,107387.80251220665
cnsc-ccsn,2019-2020,133573.98990143646
cnsc-ccsn,2020-2021,110111.70758635688
cra-arc,2017-2018,30969.269934671967
cra-arc,2018-2019,13027.644444444446
cra-arc,2019-2020,171180.45007659803
cra-arc,2020-2021,35395.30424580416
crtc,2017-2018,18625.95
csa-asc,2020-2021,172462.5
csc-scc,2018-2019,77467.15
csps-efpc,2018-2019,19827.09
cta-otc,2020-2021,130200
dfatd-maecd,2017-2018,1474629.805808837
dfatd-maecd,2018-2019,1619691.023632918
dfatd-maecd,2019-2020,862952.236802659
dfatd-maecd,2020-2021,485203.4423760748
dfo-mpo,2017-2018,1657810.8944694616
dfo-mpo,2018-2019,1348007.249628424
dfo-mpo,2019-2020,1824710.4221219656
dfo-mpo,2020-2021,2074367.6754848459
dnd-mdn,2017-2018,11016788.763808284
dnd-mdn,2018-2019,10526944.170866244
dnd-mdn,2019-2020,11243654.399988685
dnd-mdn,2020-2021,6273972.350520961
ec,2017-2018,283940.89476486004
ec,2018-2019,9669.473719008265
ec,2019-2020,85581.91471383975
ec,2020-2021,243750.8563728469
esdc-edsc,2017-2018,464549.8655200088
esdc-edsc,2018-2019,393609.1149298889
esdc-edsc,2019-2020,347150.17904248287
esdc-edsc,2020-2021,465472.2186023883
fin,2017-2018,119324.44299578058
fin,2019-2020,20289.149999999998
hc-sc,2017-2018,815782.5687054284
hc-sc,2018-2019,353015.25367669575
hc-sc,2019-2020,51043.9446692607
hc-sc,2020-2021,36240.81343418758
ic,2017-2018,584087.9226990365
ic,2018-2019,547837.1264473826
ic,2019-2020,224087.22934541537
ic,2020-2021,383883.24236050906
infc,2017-2018,138330.67125950972
infc,2018-2019,264690.42556691205
infc,2019-2020,371841.41277949366
infc,2020-2021,117896.77642958748
irb-cisr,2020-2021,60201.50445677492
isc-sac,2017-2018,489208.04757449514
isc-sac,2018-2019,594723.6096168774
isc-sac,2019-2020,853942.5989001347
isc-sac,2020-2021,481431.4719508977
jus,2017-2018,955896.4271031206
jus,2018-2019,1034254.5911020313
jus,2019-2020,1501317.2406462457
jus,2020-2021,1427491.8247797068
mpcc-cppm,2018-2019,14338.697813121273
mpcc-cppm,2019-2020,38306.302186878725
nrc-cnrc,2017-2018,261934.09367461433
nrc-cnrc,2018-2019,39891.206293706295
nrc-cnrc,2019-2020,306751.3656892129
nrc-cnrc,2020-2021,322852.0383855536
nrcan-rncan,2017-2018,742729.5361733169
nrcan-rncan,2018-2019,290355.24039906135
nrcan-rncan,2019-2020,597596.7871175223
nrcan-rncan,2020-2021,1031018.4219149014
nsira-ossnr,2020-2021,96038.7
oag-bvg,2017-2018,0
oag-bvg,2018-2019,0
oag-bvg,2019-2020,54226.439999999995
oag-bvg,2020-2021,13994.56914893617
ocl-cal,2017-2018,51239.07954545455
ocl-cal,2018-2019,39901.07045454546
ocol-clo,2017-2018,23336.25
ocol-clo,2019-2020,162522.02
ocol-clo,2020-2021,13148.186301369862
oic-ci,2017-2018,205822.5376181998
oic-ci,2018-2019,926348.1487783731
oic-ci,2019-2020,1677657.503603427
oic-ci,2020-2021,158616.07798019802
opc-cpvp,2017-2018,178665.1546133128
opc-cpvp,2018-2019,270045.71678499226
opc-cpvp,2019-2020,113276.16201941644
opc-cpvp,2020-2021,62723.876582278484
osfi-bsif,2018-2019,167156.442458568
osfi-bsif,2019-2020,346217.04163130256
osfi-bsif,2020-2021,259396.24295506475
osgg-bsgg,2019-2020,83560.53748283752
osgg-bsgg,2020-2021,423605.5025171624
pbc-clcc,2020-2021,23052
pc,2017-2018,372421.33734333096
pc,2018-2019,484095.80716087675
pc,2019-2020,265002.7508193727
pc,2020-2021,79469.2374021274
pch,2017-2018,56138.800453318945
pch,2018-2019,100926.14152923816
pch,2019-2020,50772.968952590956
pch,2020-2021,18602.538516223223
pco-bcp,2017-2018,42371.35081967213
pco-bcp,2018-2019,120451.66632911391
pco-bcp,2019-2020,29082.313670886077
pco-bcp,2020-2021,79816.05441176471
phac-aspc,2017-2018,218016.7573353293
phac-aspc,2020-2021,61339.527744680854
ppsc-sppc,2017-2018,266659.25247905514
ppsc-sppc,2018-2019,368365.3164814815
ppsc-sppc,2019-2020,83057.33317815959
ppsc-sppc,2020-2021,25894.0004519774
ps-sp,2017-2018,37660.24536762557
ps-sp,2018-2019,44421.28709345176
ps-sp,2019-2020,22374.143517853874
ps-sp,2020-2021,478998.18225412804
psc-cfp,2017-2018,136645.2553846154
pwgsc-tpsgc,2017-2018,491115.90543177456
pwgsc-tpsgc,2018-2019,183067.39508601892
pwgsc-tpsgc,2019-2020,846750.1735688951
pwgsc-tpsgc,2020-2021,893612.0700903344
rcmp-grc,2017-2018,16900.4
rcmp-grc,2018-2019,716157.4151419558
rcmp-grc,2019-2020,1191425.5179179811
rcmp-grc,2020-2021,1188170.256940063
ssc-spc,2017-2018,174923.31237672493
ssc-spc,2018-2019,346398.36144121067
ssc-spc,2019-2020,437523.420279381
ssc-spc,2020-2021,690423.4447980819
swc-cfc,2017-2018,9836.995000872905
swc-cfc,2018-2019,111743.31499912709
tbs-sct,2017-2018,706018.5390008342
tbs-sct,2018-2019,702033.6037067166
tbs-sct,2019-2020,2027676.8694287187
tbs-sct,2020-2021,925003.026959734
tc,2017-2018,874387.5341640505
tc,2018-2019,729424.9477113839
tc,2019-2020,1026001.082951062
tc,2020-2021,1596524.2429644447
tsb-bst,2017-2018,36042.600000000006
tsb-bst,2018-2019,51005.95673469387
tsb-bst,2019-2020,113180.32641137352
tsb-bst,2020-2021,76851.54685393258
wage,2018-2019,10816.60515788185
wage,2019-2020,447544.88584202837
wage,2020-2021,449047.11797743663
wd-deo,2017-2018,24139.245514705883
