d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2211463.4104525745
1_facilities_and_construction,2018-2019,1641911.3269727153
1_facilities_and_construction,2019-2020,2329641.9446483674
1_facilities_and_construction,2020-2021,2764423.131143563
10_office_management,2017-2018,170047.92511627905
10_office_management,2018-2019,99856.79726732674
10_office_management,2019-2020,249087.2627326733
10_office_management,2020-2021,193179.15000000002
11_defence,2017-2018,91261.48368611965
11_defence,2018-2019,86390.71724137932
11_defence,2019-2020,86627.40413793104
2_professional_services,2017-2018,21679247.414976567
2_professional_services,2018-2019,21705426.04231646
2_professional_services,2019-2020,25426561.65845234
2_professional_services,2020-2021,18541746.580448657
3_information_technology,2017-2018,768039.9618573479
3_information_technology,2018-2019,1759090.9844866314
3_information_technology,2019-2020,2402889.3006599997
3_information_technology,2020-2021,1856461.9880456824
4_medical,2017-2018,131893.2845868382
4_medical,2018-2019,131893.2845868382
4_medical,2019-2020,132254.63605145967
4_medical,2020-2021,77329.21342899554
5_transportation_and_logistics,2017-2018,10500
5_transportation_and_logistics,2020-2021,19349.7
8_security_and_protection,2019-2020,103123.8
9_human_capital,2017-2018,231159.7712408385
9_human_capital,2018-2019,190512.85458722658
9_human_capital,2019-2020,203526.87570584947
9_human_capital,2020-2021,257316.96581722365
NA,2017-2018,1562.18125
NA,2018-2019,23432.71875
