d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2250722.83,2321146.09
1_facilities_and_construction,2018-2019,1910169.12,1947480.62
1_facilities_and_construction,2019-2020,1203513.73,1194431.33
1_facilities_and_construction,2020-2021,1288459.86,1233120.98
1_facilities_and_construction,2021-2022,1579448.37,1451499.26
1_facilities_and_construction,2022-2023,3279770.03,2927881.15
2_professional_services,2018-2019,12075.00,12286.18
2_professional_services,2022-2023,207000.00,184625.23
5_transportation_and_logistics,2017-2018,538657.07,555193.65
5_transportation_and_logistics,2018-2019,629907.49,639044.61
5_transportation_and_logistics,2019-2020,1363272.51,1347837.42
5_transportation_and_logistics,2020-2021,567318.00,540753.48
5_transportation_and_logistics,2021-2022,344528.50,319157.73
5_transportation_and_logistics,2022-2023,937697.01,832508.05
