d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,11583619.20,11894124.16
1_facilities_and_construction,2018-2019,11583619.20,11731443.73
1_facilities_and_construction,2019-2020,11615355.14,11591563.85
1_facilities_and_construction,2020-2021,11583619.20,11340221.13
1_facilities_and_construction,2021-2022,11583619.20,8799385.35
