d_fiscal_year,total,total_constant_2019_dollars
2017-2018,253868.57,261615.07
2018-2019,896930.71,913982.97
2019-2020,927626.74,920139.78
2020-2021,1354541.25,1290023.42
2021-2022,924568.24,858527.60
2022-2023,1697574.42,1522800.43
