owner_org,d_fiscal_year,total,total_constant_2019_dollars
nrc-cnrc,2017-2018,486296.42,501665.25
nrc-cnrc,2019-2020,1200273.60,1190001.83
nrc-cnrc,2020-2021,457508.55,434268.15
pc,2021-2022,312432.78,282434.25
pc,2022-2023,1966171.80,1759338.77
pch,2022-2023,10602.56,9538.94
pwgsc-tpsgc,2017-2018,246652.02,253926.24
pwgsc-tpsgc,2018-2019,1057778.16,1069971.66
pwgsc-tpsgc,2019-2020,3147535.03,3122427.21
pwgsc-tpsgc,2020-2021,3138935.21,2989272.92
pwgsc-tpsgc,2021-2022,8599.82,8143.99
pwgsc-tpsgc,2022-2023,271200.00,244965.29
