d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,1871519.7378251366
10_office_management,2018-2019,1238613.7421748633
10_office_management,2019-2020,1686796.17
10_office_management,2020-2021,266124.43
11_defence,2017-2018,53846.79590163934
11_defence,2018-2019,907537.6252094718
11_defence,2019-2020,1716116.438888889
11_defence,2020-2021,1500833.22
2_professional_services,2017-2018,10085158.532428239
2_professional_services,2018-2019,10975739.963628747
2_professional_services,2019-2020,8069480.070037688
2_professional_services,2020-2021,265148.83
