d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2020-2021,47432.88,46467.25
2_professional_services,2018-2019,36696.15,37051.27
2_professional_services,2019-2020,4476929.94,4467760.01
2_professional_services,2020-2021,4464697.89,4370884.48
2_professional_services,2021-2022,4534726.25,3440565.84
3_information_technology,2018-2019,39986.97,40418.43
3_information_technology,2019-2020,232186.56,231618.14
3_information_technology,2020-2021,249542.32,241439.79
3_information_technology,2021-2022,390605.32,317170.35
9_human_capital,2019-2020,12315.29,12274.67
9_human_capital,2020-2021,20619.61,20278.46
9_human_capital,2021-2022,3510.83,3242.93
