owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,5454.49,5436.42
aafc-aac,2020-2021,23373.50,22882.37
aafc-aac,2021-2022,35972.23,17255.28
acoa-apeca,2019-2020,50955.29,50897.04
acoa-apeca,2020-2021,9732.09,9724.19
cer-rec,2020-2021,10887.52,10554.27
cer-rec,2021-2022,3510.83,3242.93
cfia-acia,2021-2022,70028.36,49000.86
chrc-ccdp,2018-2019,24916.50,25157.63
cra-arc,2018-2019,7854.57,7940.20
cra-arc,2019-2020,28747.72,28688.84
cra-arc,2020-2021,30807.48,30087.92
cra-arc,2021-2022,45514.87,36238.89
csps-efpc,2021-2022,9156.25,5622.85
cta-otc,2018-2019,1581.51,1596.82
cta-otc,2019-2020,10967.44,10939.45
cta-otc,2020-2021,1041.85,984.77
cta-otc,2021-2022,8266.88,6279.85
dnd-mdn,2020-2021,47432.88,46467.25
elections,2018-2019,5634.39,5723.79
elections,2019-2020,17034.08,17022.28
elections,2020-2021,5745.94,5516.62
elections,2021-2022,5777.52,5303.14
esdc-edsc,2019-2020,61374.57,61248.86
esdc-edsc,2020-2021,61374.57,60084.95
esdc-edsc,2021-2022,61374.57,46622.60
ic,2020-2021,6351.53,6129.39
ic,2021-2022,10410.53,7906.78
irb-cisr,2020-2021,19017.90,18618.29
irb-cisr,2021-2022,19493.35,14807.94
nserc-crsng,2019-2020,18301.93,18264.27
nserc-crsng,2020-2021,18486.80,18098.35
pwgsc-tpsgc,2018-2019,36696.15,37051.27
pwgsc-tpsgc,2019-2020,4476929.94,4467760.01
pwgsc-tpsgc,2020-2021,4534616.24,4437232.71
pwgsc-tpsgc,2021-2022,4659337.03,3568697.98
rcmp-grc,2019-2020,21312.93,21303.21
rcmp-grc,2020-2021,13424.40,12688.90
wage,2019-2020,30353.40,30092.44
