d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1627245.67
11_defence,2018-2019,5861396.615245073
11_defence,2019-2020,1852810.5984198486
11_defence,2020-2021,370515.74633507855
2_professional_services,2018-2019,1783960.5899999999
5_transportation_and_logistics,2017-2018,452852.92
5_transportation_and_logistics,2018-2019,599250.68
5_transportation_and_logistics,2019-2020,633994.2100000001
6_industrial_products_and_services,2017-2018,37382.8
6_industrial_products_and_services,2018-2019,106488.7
