owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,128471454.02,132307939.96
aafc-aac,2018-2019,139669816.96,141939097.64
aafc-aac,2019-2020,136155409.77,134684418.63
aafc-aac,2020-2021,125848355.36,119955571.13
aafc-aac,2021-2022,145975108.07,135999139.43
aandc-aadnc,2017-2018,77257535.75,79574495.88
aandc-aadnc,2018-2019,66906473.90,68067169.20
aandc-aadnc,2019-2020,58731319.96,58145277.11
aandc-aadnc,2020-2021,41516196.15,39582646.84
aandc-aadnc,2021-2022,34208423.52,31979770.01
acoa-apeca,2017-2018,3198546.83,3295549.01
acoa-apeca,2018-2019,2836431.01,2883348.15
acoa-apeca,2019-2020,4306602.29,4282639.54
acoa-apeca,2020-2021,3728347.42,3549601.90
acoa-apeca,2021-2022,3716067.63,3481160.44
atssc-scdata,2017-2018,8190743.96,8437861.26
atssc-scdata,2018-2019,9344784.33,9500811.82
atssc-scdata,2019-2020,9485730.53,9417370.66
atssc-scdata,2020-2021,9821390.63,9370027.08
atssc-scdata,2021-2022,13175197.97,12294666.40
cannor,2017-2018,403083.57,414828.74
cannor,2018-2019,889097.09,904533.36
cannor,2019-2020,773233.21,760944.10
cannor,2020-2021,230160.72,219801.12
cannor,2021-2022,382906.98,354301.94
cas-satj,2017-2018,18194848.07,18725421.92
cas-satj,2018-2019,13792686.41,14013530.17
cas-satj,2019-2020,18603066.39,18395931.41
cas-satj,2020-2021,20609514.77,19657020.61
cas-satj,2021-2022,22220367.38,20644235.67
casdo-ocena,2019-2020,78169.74,76460.51
casdo-ocena,2020-2021,566452.97,538615.72
casdo-ocena,2021-2022,1202519.90,1116980.65
cbsa-asfc,2017-2018,247023058.28,254471261.90
cbsa-asfc,2018-2019,291744822.10,296816307.05
cbsa-asfc,2019-2020,362677175.12,359184499.32
cbsa-asfc,2020-2021,386138298.96,368117186.98
cbsa-asfc,2021-2022,398191463.80,372051884.33
ccohs-cchst,2017-2018,540563.08,556687.86
ccohs-cchst,2018-2019,759253.21,772541.33
ccohs-cchst,2019-2020,579177.03,573411.23
ccohs-cchst,2020-2021,630324.49,600655.77
ccohs-cchst,2021-2022,918247.97,853380.86
ced-dec,2017-2018,2663498.39,2744249.81
ced-dec,2018-2019,2047410.11,2082313.92
ced-dec,2019-2020,2488079.00,2458776.88
ced-dec,2020-2021,2931768.86,2794952.15
ced-dec,2021-2022,3964026.52,3665598.53
cer-rec,2017-2018,28208953.58,29076600.60
cer-rec,2018-2019,26535598.57,27014505.01
cer-rec,2019-2020,19191853.83,19044581.29
cer-rec,2020-2021,18630953.35,17756620.11
cer-rec,2021-2022,20086236.82,18764083.94
cfia-acia,2017-2018,76280050.41,78575189.24
cfia-acia,2018-2019,75495450.00,76792688.59
cfia-acia,2019-2020,51970602.43,51430936.16
cfia-acia,2020-2021,65073427.17,62005485.47
cfia-acia,2021-2022,58374800.20,54452792.79
cgc-ccg,2017-2018,4770630.57,4914065.17
cgc-ccg,2018-2019,5328555.41,5422026.15
cgc-ccg,2019-2020,5073321.30,5026849.85
cgc-ccg,2020-2021,5199296.89,4954485.69
cgc-ccg,2021-2022,6103625.09,5683960.40
chrc-ccdp,2017-2018,1127243.96,1159174.91
chrc-ccdp,2018-2019,2455858.47,2497418.12
chrc-ccdp,2019-2020,2936038.56,2897253.33
chrc-ccdp,2020-2021,4211457.82,4017331.69
chrc-ccdp,2021-2022,5428363.29,5063046.98
cic,2017-2018,175462289.96,180783187.66
cic,2018-2019,252758361.95,257414757.70
cic,2019-2020,303999419.38,301442195.50
cic,2020-2021,333591565.71,317990076.75
cic,2021-2022,401117470.11,375145233.87
cics-scic,2017-2018,540020.56,555914.06
cics-scic,2018-2019,435707.26,443290.28
cics-scic,2019-2020,808857.24,802123.32
cics-scic,2020-2021,157430.10,149617.38
cics-scic,2021-2022,371472.22,346211.15
