d_fiscal_year,total,total_constant_2019_dollars
2017-2018,18747473148.45,19229691255.12
2018-2019,19666934518.18,19966684814.05
2019-2020,19957386921.25,19772869824.25
2020-2021,24129503969.26,22926387347.65
2021-2022,21884872604.67,20290987655.35
