d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,5289250737.52
1_facilities_and_construction,2018-2019,5212658644.74
1_facilities_and_construction,2019-2020,5283548086.27
1_facilities_and_construction,2020-2021,5818579509.15
10_office_management,2017-2018,381682548.73
10_office_management,2018-2019,401081700.46
10_office_management,2019-2020,489098477.76
10_office_management,2020-2021,480753682.48
11_defence,2017-2018,519063397.69
11_defence,2018-2019,393134274.42
11_defence,2019-2020,302164075.65
11_defence,2020-2021,263237119.3
2_professional_services,2017-2018,3272953368.62
2_professional_services,2018-2019,3810280897.09
2_professional_services,2019-2020,3383091202.79
2_professional_services,2020-2021,3696725917.79
3_information_technology,2017-2018,3671867168
3_information_technology,2018-2019,3892127252.83
3_information_technology,2019-2020,3782625989.48
3_information_technology,2020-2021,4237516145.07
4_medical,2017-2018,515921264.7
4_medical,2018-2019,642333479.58
4_medical,2019-2020,671056309.48
4_medical,2020-2021,4115674713.79
5_transportation_and_logistics,2017-2018,2565083230.53
5_transportation_and_logistics,2018-2019,2960331238.48
5_transportation_and_logistics,2019-2020,3914556444.37
5_transportation_and_logistics,2020-2021,3207105226.24
6_industrial_products_and_services,2017-2018,1145504952.31
6_industrial_products_and_services,2018-2019,1123315029.29
6_industrial_products_and_services,2019-2020,1009097085.43
6_industrial_products_and_services,2020-2021,1106378661.88
7_travel,2017-2018,44592536.77
7_travel,2018-2019,57411273.82
7_travel,2019-2020,44270697.04
7_travel,2020-2021,52291915.44
8_security_and_protection,2017-2018,312190240.11
8_security_and_protection,2018-2019,361481480.54
8_security_and_protection,2019-2020,366513445.07
8_security_and_protection,2020-2021,472667301.8
9_human_capital,2017-2018,387386089.86
9_human_capital,2018-2019,321995611.77
9_human_capital,2019-2020,296215166.33
9_human_capital,2020-2021,267896831.43
NA,2017-2018,111868131.78
NA,2018-2019,125571932.58
NA,2019-2020,94179721.87
NA,2020-2021,100413615.26
