d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,20115.65,20695.00
10_office_management,2018-2019,2069.97,2109.64
10_office_management,2019-2020,2075.64,2059.09
10_office_management,2020-2021,345.94,326.79
11_defence,2017-2018,2487757.74,2560212.24
11_defence,2018-2019,3975001.62,4059029.42
11_defence,2019-2020,1736624.27,1727600.88
11_defence,2020-2021,14183.26,13544.96
3_information_technology,2017-2018,20982712.18,21606474.01
3_information_technology,2018-2019,20097664.27,20375741.82
3_information_technology,2019-2020,18656298.55,18532790.74
3_information_technology,2020-2021,10931691.80,10441568.02
3_information_technology,2021-2022,38024.18,35511.94
3_information_technology,2022-2023,5552.60,4992.73
4_medical,2017-2018,16752.23,17230.65
