d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,10709.33,11015.17
2_professional_services,2018-2019,546175.58,559937.13
2_professional_services,2021-2022,104759.42,95386.98
2_professional_services,2022-2023,171192.23,154166.27
3_information_technology,2017-2018,4403932.33,4540062.62
3_information_technology,2018-2019,4416851.70,4501365.57
3_information_technology,2019-2020,4427938.53,4392749.16
3_information_technology,2020-2021,4698539.47,4473413.75
3_information_technology,2021-2022,1880291.67,1736806.90
3_information_technology,2022-2023,2683423.42,2401138.53
9_human_capital,2019-2020,13268.39,12965.53
9_human_capital,2020-2021,65831.61,62544.14
