d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,91947.94520547945
2_professional_services,2017-2018,4414641.655573701
2_professional_services,2018-2019,4950107.905573701
2_professional_services,2019-2020,4415997.89860267
2_professional_services,2020-2021,4403932.3305737
3_information_technology,2018-2019,12919.370078740158
3_information_technology,2019-2020,11940.629921259842
3_information_technology,2020-2021,400000.7935890411
9_human_capital,2019-2020,13268.387096774193
9_human_capital,2020-2021,65831.6129032258
