d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,89916.16
11_defence,2018-2019,778577.4716864608
11_defence,2019-2020,1410689.8744418053
11_defence,2020-2021,1056090.233871734
5_transportation_and_logistics,2017-2018,141821.52704832578
5_transportation_and_logistics,2018-2019,2394592.522951674
6_industrial_products_and_services,2017-2018,12206.9
6_industrial_products_and_services,2018-2019,14483.1
6_industrial_products_and_services,2019-2020,8962.244186046511
6_industrial_products_and_services,2020-2021,342918.9958139535
9_human_capital,2017-2018,52641.32
