d_most_recent_category,total,percentage
11_defence,3335273.74,0.5203445736946049
5_transportation_and_logistics,2536414.05,0.3957124333549473
6_industrial_products_and_services,485411.49,0.07573028618350015
9_human_capital,52641.32,0.008212706766947792
