d_fiscal_year,total,total_constant_2019_dollars
2017-2018,894698.69,922354.79
2018-2019,894698.69,911843.93
2019-2020,897149.92,889993.38
2020-2021,894698.69,852040.07
2021-2022,976749.85,907638.80
2022-2023,1004000.42,898383.78
