d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,53176016.98,54656367.26
1_facilities_and_construction,2018-2019,19347302.30,19582170.50
1_facilities_and_construction,2019-2020,9393678.83,9372819.48
1_facilities_and_construction,2020-2021,9984594.65,9754391.53
1_facilities_and_construction,2021-2022,3940311.37,2738074.37
10_office_management,2018-2019,128802.30,129965.91
2_professional_services,2017-2018,386840.00,393484.88
2_professional_services,2018-2019,806627.23,814433.30
2_professional_services,2019-2020,19853.60,19844.54
2_professional_services,2020-2021,45029.46,42562.36
2_professional_services,2021-2022,479550.00,295188.72
5_transportation_and_logistics,2017-2018,1080135.54,1115544.45
5_transportation_and_logistics,2020-2021,275885.00,260769.64
6_industrial_products_and_services,2021-2022,18400.00,16815.84
