d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,968352.39,998285.21
1_facilities_and_construction,2018-2019,1006176.94,1025086.96
1_facilities_and_construction,2019-2020,971005.41,963259.73
1_facilities_and_construction,2022-2023,233973.77,207806.77
10_office_management,2017-2018,53900.81,55443.75
10_office_management,2018-2019,453918.20,461490.19
10_office_management,2019-2020,1462316.95,1440336.98
10_office_management,2020-2021,1081505.45,1025829.29
10_office_management,2021-2022,1239051.76,1142082.26
10_office_management,2022-2023,1036946.82,927763.30
2_professional_services,2022-2023,20368.25,18200.43
3_information_technology,2022-2023,20408.52,18427.93
5_transportation_and_logistics,2019-2020,15952.78,15734.87
6_industrial_products_and_services,2018-2019,39713.20,40439.97
6_industrial_products_and_services,2019-2020,68078.24,66677.27
6_industrial_products_and_services,2020-2021,20896.92,19904.89
6_industrial_products_and_services,2021-2022,99627.16,92675.51
