owner_org,d_fiscal_year,total
aafc-aac,2019-2020,32197.13
aafc-aac,2020-2021,10382.89
cas-satj,2019-2020,39680.60
cfia-acia,2019-2020,26169.46
dfatd-maecd,2019-2020,58679.77
dnd-mdn,2018-2019,59704.81
dnd-mdn,2019-2020,44520.31
dnd-mdn,2020-2021,48730.25
ec,2020-2021,20304.17
esdc-edsc,2020-2021,293558.01
nrc-cnrc,2020-2021,16890.84
nrcan-rncan,2020-2021,14954.60
pwgsc-tpsgc,2017-2018,1022253.20
pwgsc-tpsgc,2018-2019,1440103.53
pwgsc-tpsgc,2019-2020,2290272.50
pwgsc-tpsgc,2020-2021,645580.11
vac-acc,2020-2021,24978.17
vrab-tacra,2019-2020,1216.06
vrab-tacra,2020-2021,27023.34
wd-deo,2019-2020,24617.56
