d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,968352.3936647956
1_facilities_and_construction,2018-2019,1006176.9436647956
1_facilities_and_construction,2019-2020,971005.4139214114
10_office_management,2017-2018,53900.8104789774
10_office_management,2018-2019,453918.2018287149
10_office_management,2019-2020,1462316.9526695476
10_office_management,2020-2021,1081505.4539849376
5_transportation_and_logistics,2019-2020,15952.779999999999
6_industrial_products_and_services,2018-2019,39713.19865284974
6_industrial_products_and_services,2019-2020,68078.24134715025
6_industrial_products_and_services,2020-2021,20896.920000000002
