d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,134001.72,137311.72
it_consulting_services,2018-2019,101834.14,103392.14
it_consulting_services,2019-2020,193095.96,189810.00
it_consulting_services,2020-2021,69958.74,66498.28
it_consulting_services,2021-2022,89702.84,83197.18
it_other,2017-2018,26438.82,27123.94
it_other,2018-2019,75818.00,76804.82
it_other,2019-2020,9906.66,9823.05
it_other,2020-2021,9040.50,8602.13
it_software_licensing,2020-2021,3965.45,3733.94
it_software_licensing,2021-2022,77211.30,70915.93
