d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,24543.75,23347.46
10_office_management,2017-2018,25704.00,26447.72
10_office_management,2021-2022,1398855.95,1292978.66
2_professional_services,2019-2020,1685043.26,1677950.77
5_transportation_and_logistics,2020-2021,21287.44,20044.64
6_industrial_products_and_services,2017-2018,10429.44,10678.16
6_industrial_products_and_services,2018-2019,48174.88,48648.87
6_industrial_products_and_services,2019-2020,18229.17,17788.01
6_industrial_products_and_services,2020-2021,80731.47,76326.05
6_industrial_products_and_services,2021-2022,152632.23,139421.89
