d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,29648.228163265307
11_defence,2018-2019,40632.49765212172
11_defence,2019-2020,35116.834910251855
11_defence,2020-2021,1314218.1746993193
3_information_technology,2017-2018,9680859.808647908
3_information_technology,2018-2019,10015218.146152413
3_information_technology,2019-2020,8849304.697456831
3_information_technology,2020-2021,5084242.796255346
6_industrial_products_and_services,2019-2020,5168.231562500001
6_industrial_products_and_services,2020-2021,399639.9654238014
