d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,657402.53,676972.93
1_facilities_and_construction,2018-2019,808075.28,825499.31
1_facilities_and_construction,2019-2020,67281.33,67202.56
1_facilities_and_construction,2020-2021,399104.08,383928.06
1_facilities_and_construction,2021-2022,204040.03,185954.83
1_facilities_and_construction,2022-2023,4349188.67,3879615.84
11_defence,2021-2022,4518029.19,4208232.19
2_professional_services,2017-2018,747149.01,768807.02
2_professional_services,2018-2019,1220854.60,1243894.84
2_professional_services,2019-2020,1412938.07,1416719.03
2_professional_services,2020-2021,503230.98,478317.30
2_professional_services,2021-2022,758522.71,706073.98
2_professional_services,2022-2023,1763675.50,1571933.00
6_industrial_products_and_services,2017-2018,22656.50,23324.68
