d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,134131.93,137216.12
11_defence,2019-2020,801259.86,789126.35
11_defence,2020-2021,865503.92,825183.00
11_defence,2021-2022,4424192.17,4081807.35
11_defence,2022-2023,7830354.15,7017882.36
5_transportation_and_logistics,2018-2019,533037.51,543031.79
5_transportation_and_logistics,2019-2020,228262.57,224460.34
5_transportation_and_logistics,2020-2021,494061.14,470168.01
5_transportation_and_logistics,2021-2022,1334056.21,1228369.28
5_transportation_and_logistics,2022-2023,1809087.27,1612634.53
6_industrial_products_and_services,2019-2020,117392.51,115556.97
6_industrial_products_and_services,2020-2021,61130.86,58232.38
6_industrial_products_and_services,2021-2022,220268.32,205809.59
6_industrial_products_and_services,2022-2023,93150.00,83201.16
