owner_org,d_fiscal_year,total
aafc-aac,2017-2018,17317.25
aafc-aac,2018-2019,55850.25
aandc-aadnc,2018-2019,13698.553957219252
aandc-aadnc,2019-2020,84897.75032085562
aandc-aadnc,2020-2021,147860.3397593583
atssc-scdata,2018-2019,27896.88
atssc-scdata,2019-2020,25498.632500000003
atssc-scdata,2020-2021,50674.497500000005
cas-satj,2018-2019,43038
cbsa-asfc,2018-2019,187949.37
cbsa-asfc,2019-2020,42692.5
cbsa-asfc,2020-2021,170272.25
cfia-acia,2017-2018,11175.997368421053
cic,2019-2020,120310.05705777656
cic,2020-2021,102613.43572760928
cihr-irsc,2020-2021,24365.097
cpc-cpp,2017-2018,23623.97014038751
cpc-cpp,2018-2019,109429.9904118807
cpc-cpp,2019-2020,25565.799447731748
cra-arc,2017-2018,13154.410614657208
csa-asc,2019-2020,46935
csc-scc,2017-2018,262484.20421487605
csc-scc,2018-2019,223791.23578512398
csc-scc,2019-2020,225902.32154166332
csc-scc,2020-2021,219511.34373397657
csps-efpc,2019-2020,56538.96
csps-efpc,2020-2021,45878
cta-otc,2019-2020,60532.5
dfatd-maecd,2017-2018,9157.873103448273
dfatd-maecd,2018-2019,14238
dfo-mpo,2017-2018,35806.880000000005
dnd-mdn,2017-2018,190228.39568421053
dnd-mdn,2018-2019,31267.006097560974
dnd-mdn,2019-2020,181047.9329780693
dnd-mdn,2020-2021,41672.31092436975
ec,2017-2018,78109.25
ec,2019-2020,68988.32721649484
ec,2020-2021,7929.692783505155
elections,2019-2020,108345.42621527778
elections,2020-2021,27914.323784722223
esdc-edsc,2017-2018,140693.98585855303
esdc-edsc,2018-2019,93138.52611060473
esdc-edsc,2019-2020,69450.85
esdc-edsc,2020-2021,32720.629999999994
fcac-acfc,2017-2018,15311.279296875
fcac-acfc,2018-2019,37657.470703125
fin,2020-2021,19703.18691588785
hc-sc,2017-2018,152008.80877768397
hc-sc,2018-2019,47684.32178217822
hc-sc,2019-2020,51021.17821782178
ic,2020-2021,46838.505
irb-cisr,2019-2020,4755.196577629382
irb-cisr,2020-2021,34032.28923205342
isc-sac,2017-2018,13497.972826086956
isc-sac,2018-2019,48821.23442779905
isc-sac,2019-2020,38250.792746113984
jus,2017-2018,68280.26
jus,2018-2019,33871.759999999995
jus,2019-2020,122548.5
jus,2020-2021,86954.02803738318
nserc-crsng,2018-2019,52725.610878661086
nserc-crsng,2019-2020,18068.88912133891
pc,2019-2020,92324.58893333333
pc,2020-2021,37311.691066666666
pco-bcp,2018-2019,70632.59343283583
pco-bcp,2019-2020,138744.54865828712
pco-bcp,2020-2021,517395.09886778117
phac-aspc,2019-2020,9351.88479262673
phac-aspc,2020-2021,71943.14891523845
ppsc-sppc,2017-2018,42081.04166666667
ppsc-sppc,2018-2019,11073.958333333334
ps-sp,2017-2018,73938.38
ps-sp,2018-2019,16488
ps-sp,2019-2020,18066.86046511628
ps-sp,2020-2021,88567.03488372093
pwgsc-tpsgc,2017-2018,146591.92028077753
pwgsc-tpsgc,2018-2019,79816.91905924969
pwgsc-tpsgc,2019-2020,198444.2705873658
pwgsc-tpsgc,2020-2021,123012.62234042553
rcmp-grc,2018-2019,46188.75
rcmp-grc,2019-2020,7631.006753246754
rcmp-grc,2020-2021,26531.588926862612
ssc-spc,2017-2018,33561
tbs-sct,2019-2020,78360.93434343435
tbs-sct,2020-2021,97551.61035133309
vac-acc,2017-2018,8614.109848484848
vac-acc,2018-2019,74736.95015151515
vac-acc,2020-2021,19577.28143712575
