d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,11475.00,10850.31
2_professional_services,2017-2018,1245228.59,1276737.47
2_professional_services,2018-2019,1290207.21,1309759.67
2_professional_services,2019-2020,1912079.71,1889220.69
2_professional_services,2020-2021,1984386.51,1887001.64
2_professional_services,2021-2022,1689491.47,1564318.58
3_information_technology,2017-2018,69367.88,71254.35
3_information_technology,2018-2019,52725.61,53315.20
3_information_technology,2019-2020,56206.39,55412.86
3_information_technology,2020-2021,56443.50,53528.56
3_information_technology,2021-2022,39790.00,36789.70
