d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2022-2023,0.00,0.00
1_facilities_and_construction,2017-2018,111909.54,115232.17
1_facilities_and_construction,2018-2019,188665.06,192166.53
1_facilities_and_construction,2019-2020,95573.20,95188.30
1_facilities_and_construction,2021-2022,2268020.20,2075524.12
1_facilities_and_construction,2022-2023,11319.00,10081.61
11_defence,2017-2018,602493.54,621220.90
11_defence,2018-2019,765532.49,780440.55
11_defence,2019-2020,1022161.85,1012463.61
11_defence,2020-2021,886405.00,844141.82
11_defence,2021-2022,678235.11,636377.66
11_defence,2022-2023,277897.56,247662.83
2_professional_services,2018-2019,34726.81,35051.22
2_professional_services,2019-2020,4151070.39,4124568.19
2_professional_services,2020-2021,24984.77,23585.78
2_professional_services,2021-2022,93607.84,87419.35
5_transportation_and_logistics,2017-2018,7047119.26,7259059.79
5_transportation_and_logistics,2018-2019,7684448.27,7823072.66
5_transportation_and_logistics,2019-2020,5468084.89,5421726.91
5_transportation_and_logistics,2020-2021,7564863.23,7215230.06
5_transportation_and_logistics,2021-2022,5699113.05,5280539.43
5_transportation_and_logistics,2022-2023,3411469.21,3049435.27
6_industrial_products_and_services,2018-2019,46391.00,46824.37
6_industrial_products_and_services,2019-2020,32233.70,31882.42
6_industrial_products_and_services,2020-2021,888001.43,845811.14
6_industrial_products_and_services,2021-2022,1729019.86,1606254.89
6_industrial_products_and_services,2022-2023,185185.71,165614.12
