owner_org,d_fiscal_year,total
cbsa-asfc,2019-2020,4151070.389999999
dfo-mpo,2017-2018,3204863.140378267
dfo-mpo,2018-2019,5039051.478311201
dfo-mpo,2019-2020,3967993.949146207
dfo-mpo,2020-2021,7957482.955816367
dnd-mdn,2017-2018,613330.6939898641
dnd-mdn,2018-2019,986023.6493861119
dnd-mdn,2019-2020,1149968.759890973
dnd-mdn,2020-2021,886405.001147541
pc,2017-2018,3232538.9899999993
rcmp-grc,2018-2019,31615.5
rcmp-grc,2019-2020,14375
rcmp-grc,2020-2021,127423.99751824817
tc,2017-2018,763753.4802261847
tc,2018-2019,2859977.769548803
tc,2019-2020,1485715.9392075068
tc,2020-2021,95342.43101750547
