d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,100142.85570652175
1_facilities_and_construction,2018-2019,188665.0593861118
1_facilities_and_construction,2019-2020,95573.20490736645
11_defence,2017-2018,602493.5382833424
11_defence,2018-2019,765532.49
11_defence,2019-2020,1022161.8549836066
11_defence,2020-2021,886405.001147541
2_professional_services,2018-2019,34726.810000000005
2_professional_services,2019-2020,4151070.389999999
2_professional_services,2020-2021,24984.77076923077
5_transportation_and_logistics,2017-2018,7047119.264761754
5_transportation_and_logistics,2018-2019,7846755.6237027
5_transportation_and_logistics,2019-2020,5468084.888353714
5_transportation_and_logistics,2020-2021,7564863.234405456
6_industrial_products_and_services,2018-2019,46391
6_industrial_products_and_services,2019-2020,32233.699999999997
6_industrial_products_and_services,2020-2021,888001.4314930557
