d_fiscal_year,total,total_constant_2019_dollars
2017-2018,730848.12,749898.54
2018-2019,774022.26,785954.20
2019-2020,777518.10,767173.98
2020-2021,764033.53,726612.64
2021-2022,512295.00,475637.73
