d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,613358.46,632391.03
1_facilities_and_construction,2018-2019,328562.88,334920.81
1_facilities_and_construction,2019-2020,281393.30,279442.31
1_facilities_and_construction,2020-2021,1200538.20,1142649.22
1_facilities_and_construction,2021-2022,1888691.82,1768938.10
1_facilities_and_construction,2022-2023,1177614.63,1056296.44
11_defence,2018-2019,12983.39,13210.45
11_defence,2019-2020,116534.15,115159.86
