d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_other,2017-2018,93853.30,96184.97
it_other,2019-2020,239560.00,233762.52
it_software_licensing,2017-2018,10353.00,10597.04
