d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,20150.25
11_defence,2018-2019,132210
11_defence,2019-2020,43055.7
11_defence,2020-2021,1359940.7980438387
3_information_technology,2017-2018,104206.3
3_information_technology,2019-2020,239560
5_transportation_and_logistics,2017-2018,83237.74954627949
5_transportation_and_logistics,2018-2019,429246.5572972973
5_transportation_and_logistics,2019-2020,1145326.0527027028
5_transportation_and_logistics,2020-2021,690388.9429698709
6_industrial_products_and_services,2017-2018,225311.45
6_industrial_products_and_services,2018-2019,40286.994545454545
6_industrial_products_and_services,2019-2020,77149.54545454546
6_industrial_products_and_services,2020-2021,162314.8282644628
9_human_capital,2017-2018,37934.14
