owner_org,d_fiscal_year,total
aafc-aac,2017-2018,17272.5
aafc-aac,2018-2019,10563.18
csc-scc,2017-2018,17139.6
csc-scc,2019-2020,15750
dfo-mpo,2019-2020,239560
dfo-mpo,2020-2021,185187.0588235294
dnd-mdn,2017-2018,208171.85
dnd-mdn,2018-2019,132210
dnd-mdn,2019-2020,43055.7
dnd-mdn,2020-2021,1509080.2263083016
ec,2020-2021,27632.63414634146
nrcan-rncan,2017-2018,10353
nrcan-rncan,2019-2020,10336.51
nrcan-rncan,2020-2021,20150.25
pc,2017-2018,159818.54954627948
pc,2018-2019,453799.9172972973
pc,2019-2020,1149059.5427027028
pc,2020-2021,111870.00000000001
pwgsc-tpsgc,2018-2019,5170.454545454545
pwgsc-tpsgc,2019-2020,47329.54545454545
tc,2017-2018,37934.14
tc,2020-2021,378874.64999999997
