d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,546255.6626815528
1_facilities_and_construction,2018-2019,81586.41963068591
1_facilities_and_construction,2019-2020,3286821.3747644974
1_facilities_and_construction,2020-2021,193798.89
10_office_management,2017-2018,51797.9
10_office_management,2018-2019,36201.91438356164
10_office_management,2019-2020,67203.5919911612
10_office_management,2020-2021,65449.79905764967
11_defence,2018-2019,358500.61
11_defence,2019-2020,306937.9217647059
11_defence,2020-2021,92857.56543244376
2_professional_services,2017-2018,57020.34458823529
2_professional_services,2018-2019,432821.4527561442
2_professional_services,2019-2020,466127.2344585993
2_professional_services,2020-2021,315088.99754996225
3_information_technology,2017-2018,24480.08
3_information_technology,2018-2019,16550.94029141932
3_information_technology,2019-2020,38031.60285483
3_information_technology,2020-2021,105141.04779362703
6_industrial_products_and_services,2017-2018,767520.6294313004
6_industrial_products_and_services,2018-2019,553246.4312253738
6_industrial_products_and_services,2019-2020,636687.8475925493
6_industrial_products_and_services,2020-2021,828920.1684926006
8_security_and_protection,2017-2018,787769.4177908994
8_security_and_protection,2018-2019,987215.0283872525
8_security_and_protection,2019-2020,1014801.2078441405
8_security_and_protection,2020-2021,1180625.665706041
