d_most_recent_category,total,percentage
10_office_management,8618979.079858307,0.615651452931211
6_industrial_products_and_services,3119415.325812274,0.2228190322587238
1_facilities_and_construction,2094404.0544061302,0.14960274148169192
5_transportation_and_logistics,132083.89,0.009434718199669083
3_information_technology,34888.2,0.0024920551287041506
