d_most_recent_category,total,percentage
10_office_management,11383335.70,0.6773
6_industrial_products_and_services,3149901.25,0.1874
1_facilities_and_construction,2095647.21,0.1247
5_transportation_and_logistics,143953.09,0.0086
3_information_technology,34888.20,0.0021
