d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,258576.3635249042
1_facilities_and_construction,2018-2019,489123.3517624521
1_facilities_and_construction,2019-2020,891693.9003519166
1_facilities_and_construction,2020-2021,455010.4387668574
10_office_management,2017-2018,1986371.2364657482
10_office_management,2018-2019,2823471.949103387
10_office_management,2019-2020,2695776.511657403
10_office_management,2020-2021,1113359.3826317682
3_information_technology,2018-2019,10345.150000000001
3_information_technology,2019-2020,24543.05
5_transportation_and_logistics,2019-2020,29329.827327770974
5_transportation_and_logistics,2020-2021,102754.06267222903
6_industrial_products_and_services,2017-2018,1144575.4056115106
6_industrial_products_and_services,2018-2019,1420583.2340287769
6_industrial_products_and_services,2019-2020,444681.07419099135
6_industrial_products_and_services,2020-2021,109575.6119809952
