owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,75045.28
cbsa-asfc,2018-2019,56490.030000000006
cbsa-asfc,2019-2020,48510.68
cbsa-asfc,2020-2021,10396
csc-scc,2017-2018,131807.28
csc-scc,2018-2019,11040
csc-scc,2019-2020,148184.48
csc-scc,2020-2021,28483.2
dfo-mpo,2017-2018,22770
dfo-mpo,2018-2019,14766
dfo-mpo,2019-2020,69798.75
dfo-mpo,2020-2021,12696
ec,2018-2019,15866.55
isc-sac,2020-2021,184000
phac-aspc,2019-2020,155940
rcmp-grc,2017-2018,2214452.8
rcmp-grc,2018-2019,203733.1
rcmp-grc,2019-2020,1596281.1290697674
rcmp-grc,2020-2021,324387.72093023255
