d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2022-2023,148871.71,132115.90
11_defence,2017-2018,863317.53,888838.07
11_defence,2018-2019,2275110.42,2317448.37
11_defence,2019-2020,291764.40,289230.91
11_defence,2020-2021,608124.96,577960.18
11_defence,2021-2022,490097.56,459421.57
11_defence,2022-2023,291153.61,260508.88
3_information_technology,2017-2018,331016.70,340891.95
6_industrial_products_and_services,2017-2018,3074080.30,3164740.56
6_industrial_products_and_services,2018-2019,3606324.49,3646810.18
