d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,15548
1_facilities_and_construction,2018-2019,22398.55
10_office_management,2017-2018,1042009.8200000001
10_office_management,2018-2019,614000.3453846154
10_office_management,2019-2020,1176911.633504613
10_office_management,2020-2021,1116725.5430687368
2_professional_services,2018-2019,15305.059999999998
5_transportation_and_logistics,2020-2021,29904
6_industrial_products_and_services,2017-2018,366826.55736669304
6_industrial_products_and_services,2018-2019,351369.0126333069
6_industrial_products_and_services,2019-2020,14175.91
6_industrial_products_and_services,2020-2021,18142.109999999997
