d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,4201434.30,4308460.16
1_facilities_and_construction,2018-2019,21319.20,21598.34
1_facilities_and_construction,2019-2020,96642.00,96402.10
1_facilities_and_construction,2020-2021,1777809.60,1684630.76
1_facilities_and_construction,2021-2022,2593850.70,2392680.62
2_professional_services,2017-2018,1480500.00,1517806.11
2_professional_services,2021-2022,14032.20,7277.75
5_transportation_and_logistics,2018-2019,13902.00,14038.78
5_transportation_and_logistics,2019-2020,32938.50,32452.34
5_transportation_and_logistics,2021-2022,1321034.93,1005944.41
