owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,13196.23,13548.30
aafc-aac,2019-2020,17771.96,17341.87
aafc-aac,2020-2021,101355.71,96355.86
aafc-aac,2021-2022,69883.27,65485.95
aandc-aadnc,2018-2019,19418.90,19707.38
cbsa-asfc,2018-2019,11140.05,11249.65
cbsa-asfc,2019-2020,49123.58,48709.02
cbsa-asfc,2020-2021,48989.36,46572.73
cbsa-asfc,2021-2022,48989.36,45483.93
csc-scc,2018-2019,53197.81,53826.95
csc-scc,2019-2020,97351.99,96530.44
csc-scc,2020-2021,97086.00,92296.78
csc-scc,2021-2022,97086.00,90139.01
dnd-mdn,2021-2022,4919.56,4472.30
ec,2018-2019,423814.70,430297.86
ec,2019-2020,429595.38,426230.88
ec,2020-2021,557981.01,530591.68
ec,2021-2022,578266.28,536888.43
isc-sac,2017-2018,343960.45,352873.59
isc-sac,2018-2019,343960.45,349309.54
isc-sac,2019-2020,344902.80,341992.18
isc-sac,2020-2021,381952.60,363157.44
isc-sac,2021-2022,439339.87,407841.06
