owner_org,d_fiscal_year,total
aafc-aac,2020-2021,18537.572602739725
cas-satj,2017-2018,184225.37906976743
cas-satj,2018-2019,24618.35218023256
cas-satj,2019-2020,90349.19229378819
cas-satj,2020-2021,31655.424784978935
cbsa-asfc,2017-2018,182437.59
cbsa-asfc,2019-2020,360109.82
cpc-cpp,2018-2019,18509.18170169082
cpc-cpp,2019-2020,179845.03829830917
cpc-cpp,2020-2021,39550
cra-arc,2020-2021,11300
csps-efpc,2020-2021,157.82731506849316
dfatd-maecd,2019-2020,86525.73
dfatd-maecd,2020-2021,95695.28827586207
dnd-mdn,2017-2018,2511790.3858078117
dnd-mdn,2018-2019,2803346.67453392
dnd-mdn,2019-2020,10484354.285603154
dnd-mdn,2020-2021,31338578.14567459
elections,2017-2018,18260.832189616256
elections,2018-2019,23478.73685147964
elections,2019-2020,6449.27095890411
esdc-edsc,2019-2020,22890.43
iaac-aeic,2020-2021,52070.4
ic,2017-2018,16582.264328767124
ic,2018-2019,165082.18905410098
ic,2019-2020,675689.9916941585
ic,2020-2021,124024.54958050752
nrcan-rncan,2017-2018,19957.22
osgg-bsgg,2020-2021,22244.778067885116
pco-bcp,2019-2020,11258.19
pwgsc-tpsgc,2019-2020,43.979369863013694
pwgsc-tpsgc,2020-2021,16008.490630136985
rcmp-grc,2017-2018,54172.59
rcmp-grc,2018-2019,11921.75
rcmp-grc,2019-2020,653454.34
rcmp-grc,2020-2021,246583.3781967213
ssc-spc,2017-2018,1617447.9816717864
ssc-spc,2018-2019,5688969.642861126
ssc-spc,2019-2020,576329.9652597759
ssc-spc,2020-2021,1537263.414914434
tc,2019-2020,24295
