owner_org,d_fiscal_year,total
aafc-aac,2019-2020,11772.869999999999
aandc-aadnc,2017-2018,497767.85033591505
aandc-aadnc,2018-2019,113326.93418355026
aandc-aadnc,2019-2020,340809.7371552909
aandc-aadnc,2020-2021,370845.0666284929
cer-rec,2017-2018,102332.24215934362
cer-rec,2018-2019,79186.06917606012
cer-rec,2019-2020,45661.03649068323
cer-rec,2020-2021,16320.652173913044
csc-scc,2018-2019,16950
csc-scc,2019-2020,10229.62
dfatd-maecd,2019-2020,43945.7
dfatd-maecd,2020-2021,153662.71692607005
dfo-mpo,2017-2018,680165.11
dfo-mpo,2018-2019,488136.2245320197
dfo-mpo,2019-2020,2675405.674419387
dfo-mpo,2020-2021,404269.2294092491
dnd-mdn,2017-2018,153830820.16968074
dnd-mdn,2018-2019,95859823.5483378
dnd-mdn,2019-2020,66088100.18172331
dnd-mdn,2020-2021,66560075.52483245
ec,2018-2019,392711.08691930893
ec,2019-2020,1496019.712538819
ec,2020-2021,1417783.110541872
ic,2017-2018,14474.46389246055
ic,2018-2019,26477.359555815314
ic,2019-2020,37860.42655172414
ic,2020-2021,69407.42
isc-sac,2017-2018,60065.88316890882
isc-sac,2018-2019,76370.6027570171
isc-sac,2019-2020,53150.32407407408
nrc-cnrc,2017-2018,1252446.0290082083
nrc-cnrc,2018-2019,486111.382651987
nrc-cnrc,2019-2020,491672.084676946
nrc-cnrc,2020-2021,79969.19996488495
nrcan-rncan,2018-2019,0
nrcan-rncan,2019-2020,0
nrcan-rncan,2020-2021,0
pc,2017-2018,2965161.097074378
pc,2018-2019,3072897.0524210306
pc,2019-2020,2836191.6302979286
pc,2020-2021,1929511.2991239314
pwgsc-tpsgc,2017-2018,14826365.34821448
pwgsc-tpsgc,2018-2019,15306366.94606671
pwgsc-tpsgc,2019-2020,13776481.565514155
pwgsc-tpsgc,2020-2021,14227878.043246334
rcmp-grc,2018-2019,31500
rcmp-grc,2020-2021,24373.66
tc,2017-2018,13198.4
tc,2018-2019,334376.66
tc,2019-2020,176304.072
tc,2020-2021,227889.46800000002
