d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,164165612.98305014
1_facilities_and_construction,2018-2019,108010814.14200507
1_facilities_and_construction,2019-2020,81627174.37667525
1_facilities_and_construction,2020-2021,78615520.0499912
11_defence,2017-2018,2824784.246074482
2_professional_services,2017-2018,4701806.400653781
2_professional_services,2018-2019,5968121.464058236
2_professional_services,2019-2020,6339174.615026965
2_professional_services,2020-2021,7343299.0675609205
3_information_technology,2017-2018,14122
5_transportation_and_logistics,2018-2019,17724
5_transportation_and_logistics,2019-2020,21091.4
5_transportation_and_logistics,2020-2021,10045.298360655737
6_industrial_products_and_services,2017-2018,0
6_industrial_products_and_services,2018-2019,14373.6
6_industrial_products_and_services,2019-2020,0
8_security_and_protection,2017-2018,2175875.768639618
8_security_and_protection,2018-2019,2074099.328639618
9_human_capital,2020-2021,11582.5
