d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1064660.06,1087607.84
2018-2019,1515636.72,1535567.50
2019-2020,1842586.45,1838971.36
2020-2021,344514.33,341438.92
2021-2022,480853.56,343813.95
