d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,1064660.056905198
2_professional_services,2018-2019,1515636.7178643753
2_professional_services,2019-2020,1842586.45035723
2_professional_services,2020-2021,344514.33487319655
