owner_org,d_fiscal_year,total,total_constant_2019_dollars
cic,2019-2020,57470.92,56101.92
cic,2020-2021,912.24,859.69
dfo-mpo,2021-2022,12951.92,11776.80
dnd-mdn,2019-2020,29662.50,29199.75
ec,2021-2022,467901.64,436636.32
esdc-edsc,2020-2021,83047.94,79030.64
hc-sc,2017-2018,546736.59,563140.54
hc-sc,2018-2019,779526.78,793775.74
hc-sc,2019-2020,781662.47,775389.55
hc-sc,2020-2021,260554.16,246820.69
ic,2018-2019,270260.63,273995.48
ic,2019-2020,473279.37,469481.26
pc,2017-2018,291923.46,300518.78
pc,2018-2019,465292.86,473797.93
pc,2019-2020,466567.63,462823.38
rcmp-grc,2017-2018,226000.00,232227.90
vac-acc,2018-2019,556.45,561.20
vac-acc,2019-2020,33943.55,33671.15
