d_fiscal_year,total,total_constant_2019_dollars
2017-2018,205760213.02,211097917.72
2018-2019,210597263.72,213846672.73
2019-2020,205994782.68,204203557.12
2020-2021,263808139.11,250809891.32
2021-2022,265105796.34,211022565.10
