d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,22648.85,22100.74
0_other,2020-2021,13916.10,13103.65
0_other,2021-2022,9708.90,9180.36
1_facilities_and_construction,2017-2018,61770268.12,63369803.61
1_facilities_and_construction,2018-2019,63038035.42,64012596.48
1_facilities_and_construction,2019-2020,65138795.18,64559597.76
1_facilities_and_construction,2020-2021,113956046.42,108377504.28
1_facilities_and_construction,2021-2022,110794019.60,85002491.80
10_office_management,2017-2018,167547.77,171575.19
10_office_management,2018-2019,384251.45,388782.62
10_office_management,2019-2020,117164.89,114986.16
10_office_management,2020-2021,583858.87,556360.45
10_office_management,2021-2022,42869.87,40536.08
11_defence,2017-2018,7357722.62,7548761.56
11_defence,2018-2019,9724018.72,9869699.54
11_defence,2019-2020,10403611.11,10313220.00
11_defence,2020-2021,9712172.10,9233073.40
11_defence,2021-2022,12075101.16,9503484.15
2_professional_services,2017-2018,135240519.03,138752545.49
2_professional_services,2018-2019,136476164.77,138585702.29
2_professional_services,2019-2020,128878292.67,127777454.86
2_professional_services,2020-2021,136561274.61,129803467.65
2_professional_services,2021-2022,137820354.69,113713517.00
3_information_technology,2017-2018,1018054.30,1044102.16
3_information_technology,2018-2019,963945.36,978845.31
3_information_technology,2019-2020,1044076.23,1033732.91
3_information_technology,2020-2021,425089.36,403852.06
3_information_technology,2021-2022,300693.87,213397.59
5_transportation_and_logistics,2021-2022,347153.45,324395.41
6_industrial_products_and_services,2017-2018,84042.43,86165.82
6_industrial_products_and_services,2019-2020,235665.02,230363.52
6_industrial_products_and_services,2020-2021,773182.20,734989.67
6_industrial_products_and_services,2021-2022,3587415.55,2110017.49
9_human_capital,2017-2018,112050.17,114691.43
9_human_capital,2018-2019,10848.00,11046.49
9_human_capital,2019-2020,154528.73,152101.18
9_human_capital,2020-2021,32787.27,30873.09
9_human_capital,2021-2022,128479.26,105545.21
