normalized_vendor_name,original_vendor_name
MACDONALD DETTWILER AND ASSOCIATES,MDA SYSTEMS LTD
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER AND ASSOCIATES INC.
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER AND ASSOCIATES LTD.
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER AND ASSOCIATES
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER AND
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETWILLER AND ASSOCIATES INC.
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER & ASS.
MACDONALD DETTWILER AND ASSOCIATES,"MacDonald, Dettwiler and Associates Ltd."
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems Limited
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems
MACDONALD DETTWILER AND ASSOCIATES,MDA GEOSPATIAL SERVICES INC.
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER AND ASSOCIATES CORPORATION
MACDONALD DETTWILER AND ASSOCIATES,"Macdonald, Dettwiler and Associates"
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems Ltd
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Services Inc.
MACDONALD DETTWILER AND ASSOCIATES,MDA SYSTEMS LTD.
MACDONALD DETTWILER AND ASSOCIATES,MDA SYSTEMS
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Services
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems Ltd.
MACDONALD DETTWILER AND ASSOCIATES,MDA VISION SYSTEMS AND SENSORS
MACDONALD DETTWILER AND ASSOCIATES,MDA GEOSPATIAL SERVICES INC
MACDONALD DETTWILER AND ASSOCIATES,MDA GEOSPATIAL SERVICES
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETWILLER AND ASSOCIATES CORPORATION
MACDONALD DETTWILER AND ASSOCIATES,"MacDonald, Dettwiler & Associates Ltd."
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems LTD
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETWILLER AND ASSOCIATES LTD.
MACDONALD DETTWILER AND ASSOCIATES,MDA
MACDONALD DETTWILER AND ASSOCIATES,MDA SYSTEMS INC.
MACDONALD DETTWILER AND ASSOCIATES,"MACDONALD, DETTWILER AND ASSOCIATES LTD."
MACDONALD DETTWILER AND ASSOCIATES,MDA Vision Systems and Sensors
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems LTD.
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETTWILER & ASSOCIATES LTD.
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Services INc.
MACDONALD DETTWILER AND ASSOCIATES,"MACDONALD, DETTWILER AND ASSOCIATES CORPORATION"
MACDONALD DETTWILER AND ASSOCIATES,"MACDONALD, DETTWILER AND ASSOCIATES INC."
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETWILLER AND
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Service Inc
MACDONALD DETTWILER AND ASSOCIATES,MDA AVIATION reg'd
MACDONALD DETTWILER AND ASSOCIATES,MDA systems LTD
MACDONALD DETTWILER AND ASSOCIATES,MDA Systems Inc
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Services Inc
MACDONALD DETTWILER AND ASSOCIATES,MDA GEOSPATICAL SERVICES INC.
MACDONALD DETTWILER AND ASSOCIATES,MDA Spatial Services Inc.
MACDONALD DETTWILER AND ASSOCIATES,"MACDONALD, DETTWILER & ASSOCIATES LTD."
MACDONALD DETTWILER AND ASSOCIATES,MDA PRECISION LLC
MACDONALD DETTWILER AND ASSOCIATES,MDA Aviation
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Service Inc.
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Inc.
MACDONALD DETTWILER AND ASSOCIATES,MDA Geosptatial Services Inc.
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Serices Inc.
MACDONALD DETTWILER AND ASSOCIATES,MACDONALD DETWILLER AND ASSOCIATES
MACDONALD DETTWILER AND ASSOCIATES,MacDonald Detttwiller & Associates
MACDONALD DETTWILER AND ASSOCIATES,MDA GeoSpatial Services Inc.
MACDONALD DETTWILER AND ASSOCIATES,Digital Globe Inc c/o MDA Geospatial Services Inc
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Services Products
MACDONALD DETTWILER AND ASSOCIATES,"MacDonald, Dettwiler & Assocoiates Ltd."
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Services inc.
MACDONALD DETTWILER AND ASSOCIATES,"MACDONALD, DETTWILER  AND"
MACDONALD DETTWILER AND ASSOCIATES,MDA Geospatial Serives Inc.
MACDONALD DETTWILER AND ASSOCIATES,MDA CONTROLS INC.
MACDONALD DETTWILER AND ASSOCIATES,Digital Globe c/o MDA Geospatial Services Inc
MACDONALD DETTWILER AND ASSOCIATES,MDS Geospatial Services Inc.
MACDONALD DETTWILER AND ASSOCIATES,"MacDonald, Dettwiler and Associates Corporation"
