owner_org,d_fiscal_year,total
csc-scc,2019-2020,11436.56
csc-scc,2020-2021,11436.56
csps-efpc,2019-2020,36164.43
dfo-mpo,2017-2018,138534.96705221027
dfo-mpo,2018-2019,190041.31
dfo-mpo,2019-2020,412773.39
dnd-mdn,2017-2018,15265771.362934066
dnd-mdn,2018-2019,20461314.41742663
dnd-mdn,2019-2020,14843992.187258177
dnd-mdn,2020-2021,9340696.995757567
ec,2018-2019,36555.5
nrc-cnrc,2018-2019,43957
nrc-cnrc,2019-2020,21447.4
nrcan-rncan,2018-2019,102265.98999999999
pch,2017-2018,996.9513043478262
pch,2018-2019,21932.928695652176
pwgsc-tpsgc,2018-2019,14156.640000000001
pwgsc-tpsgc,2020-2021,24024.08
rcmp-grc,2018-2019,61377.869999999995
rcmp-grc,2019-2020,46920.78999999999
ssc-spc,2017-2018,17372.45556771546
tc,2017-2018,10409.81
tc,2018-2019,206146.15864935063
tc,2019-2020,527332.2113506494
tc,2020-2021,153011.59
tsb-bst,2020-2021,38514.92
