d_vendor_name,overall_total
NORTHERN MICRO,2272618.72
MICROSOFT CANADA,778340.54
TEKNION,759005.74
MNP,412168.74
CALIAN,281725.07
CALYTERA SOFTWARE,244421.10
OXFORD ECONOMICS USA,139624.00
PRICEWATERHOUSE COOPERS,131250.00
KPMG,130725.00
GOSS GILROY,127380.82
WORKDYNAMICS TECHNOLOGIES,97154.34
LIONBRIDGE,84099.44
CISION CANADA,64229.20
FOX TRANSLATIONS,60410.39
CDW CANADA,47158.02
INSTITUTE ON GOVERNANCE,39750.00
AVI SPL,39366.30
XEROX,25198.12
GARTNER,22084.75
FAST FORWARD FRENCH,22000.00
ORACLE CANADA,14956.46
PLEIAD CANADA,13138.13
CANADIAN CORPS OF COMMISSIONAIRES,11025.00
