d_fiscal_year,total,total_constant_2019_dollars
2017-2018,162649208.46,167630581.84
2018-2019,163758466.52,166733010.34
2019-2020,163422890.44,162103107.89
2020-2021,162246379.43,154679914.66
2021-2022,164494257.70,153902339.71
