d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,148349387.09,152193632.63
1_facilities_and_construction,2018-2019,148371703.78,150678987.41
1_facilities_and_construction,2019-2020,148801575.70,147545842.86
1_facilities_and_construction,2020-2021,148395014.02,141074729.98
1_facilities_and_construction,2021-2022,147615494.17,115842240.32
10_office_management,2017-2018,1024419.67,1051533.44
10_office_management,2018-2019,179060.89,181811.53
10_office_management,2019-2020,569793.81,562267.07
10_office_management,2020-2021,903235.72,858955.32
10_office_management,2021-2022,911611.55,780392.63
2_professional_services,2017-2018,4524358.07,4640316.76
2_professional_services,2018-2019,4451686.39,4518686.86
2_professional_services,2019-2020,3130086.14,3100768.58
2_professional_services,2020-2021,2947871.35,2799194.18
2_professional_services,2021-2022,4615324.32,3578111.46
3_information_technology,2017-2018,8146482.15,8356112.70
3_information_technology,2018-2019,9965857.01,10111660.76
3_information_technology,2019-2020,9832714.47,9747517.47
3_information_technology,2020-2021,9150247.44,8702176.86
3_information_technology,2021-2022,10651419.31,7658778.71
5_transportation_and_logistics,2017-2018,56822.18,58221.83
5_transportation_and_logistics,2018-2019,17514.14,17772.62
5_transportation_and_logistics,2019-2020,11318.17,11276.19
5_transportation_and_logistics,2021-2022,21264.37,15824.92
6_industrial_products_and_services,2017-2018,36209.60,37089.38
6_industrial_products_and_services,2018-2019,26963.16,27340.19
6_industrial_products_and_services,2019-2020,193181.97,190261.94
6_industrial_products_and_services,2020-2021,16492.93,15698.41
7_travel,2018-2019,15886.92,16231.98
7_travel,2019-2020,19391.30,19102.59
7_travel,2020-2021,10608.70,10057.67
8_security_and_protection,2017-2018,110926.43,113800.80
8_security_and_protection,2018-2019,292721.59,297055.88
8_security_and_protection,2019-2020,369825.61,366704.66
8_security_and_protection,2020-2021,407849.83,387730.71
8_security_and_protection,2021-2022,333561.43,260933.31
9_human_capital,2017-2018,509379.40,522695.11
9_human_capital,2018-2019,476166.50,483289.43
9_human_capital,2019-2020,576765.95,572871.16
9_human_capital,2020-2021,379164.61,360415.69
9_human_capital,2021-2022,489875.93,362794.19
