d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,148349387.09186548
1_facilities_and_construction,2018-2019,148371703.7774655
1_facilities_and_construction,2019-2020,148801575.69755638
1_facilities_and_construction,2020-2021,148395014.01532263
10_office_management,2017-2018,1024419.6688475339
10_office_management,2018-2019,179060.8938187162
10_office_management,2019-2020,569793.8077319724
10_office_management,2020-2021,903235.7227716252
2_professional_services,2017-2018,4525956.922484411
2_professional_services,2018-2019,4451686.391653151
2_professional_services,2019-2020,3130086.1375710494
2_professional_services,2020-2021,2947871.3478995683
3_information_technology,2017-2018,8146482.147674731
3_information_technology,2018-2019,9928143.673426097
3_information_technology,2019-2020,9723166.203793358
3_information_technology,2020-2021,9150247.439770238
5_transportation_and_logistics,2017-2018,56822.178447837156
5_transportation_and_logistics,2018-2019,17514.14
5_transportation_and_logistics,2019-2020,11318.17
6_industrial_products_and_services,2017-2018,36209.6
6_industrial_products_and_services,2018-2019,26963.16434730539
6_industrial_products_and_services,2019-2020,193181.97350898202
6_industrial_products_and_services,2020-2021,16492.932143712573
7_travel,2018-2019,15886.920000000002
7_travel,2019-2020,19391.304347826088
7_travel,2020-2021,10608.695652173914
8_security_and_protection,2017-2018,110926.43342061734
8_security_and_protection,2018-2019,292721.5934859238
8_security_and_protection,2019-2020,369825.6073193914
8_security_and_protection,2020-2021,407849.8277365515
9_human_capital,2017-2018,509379.40481946076
9_human_capital,2018-2019,476166.50384565996
9_human_capital,2019-2020,576765.9467915976
9_human_capital,2020-2021,379164.611843471
