d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2018-2019,295619.42,298879.90
1_facilities_and_construction,2017-2018,358270.44,367048.39
1_facilities_and_construction,2018-2019,66450.94,67607.27
1_facilities_and_construction,2019-2020,465196.81,462177.68
1_facilities_and_construction,2020-2021,119762.22,114235.31
10_office_management,2017-2018,141423.02,145310.23
10_office_management,2018-2019,46660.23,47636.01
10_office_management,2019-2020,207447.95,207530.70
2_professional_services,2017-2018,394397.38,403720.90
2_professional_services,2018-2019,1605304.12,1629058.89
2_professional_services,2019-2020,227047.86,225185.42
2_professional_services,2020-2021,208777.40,198478.47
2_professional_services,2021-2022,208777.40,193838.33
6_industrial_products_and_services,2017-2018,332559.00,342259.90
6_industrial_products_and_services,2021-2022,505236.33,462033.49
9_human_capital,2017-2018,172005.60,176444.12
9_human_capital,2019-2020,15688.14,15434.28
9_human_capital,2020-2021,28207.74,26816.26
9_human_capital,2021-2022,12596.88,11871.76
