d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,358270.43999999994
1_facilities_and_construction,2018-2019,66450.94
1_facilities_and_construction,2019-2020,465196.8067346939
1_facilities_and_construction,2020-2021,119762.22326530612
10_office_management,2017-2018,141423.02
10_office_management,2018-2019,46660.23
10_office_management,2019-2020,207447.95
2_professional_services,2017-2018,394397.3794844475
2_professional_services,2018-2019,1605304.1184670513
2_professional_services,2019-2020,227047.8577768695
2_professional_services,2020-2021,208777.40142387734
6_industrial_products_and_services,2017-2018,332559
9_human_capital,2017-2018,172005.59999999998
9_human_capital,2019-2020,15688.139917920655
9_human_capital,2020-2021,28207.739261285908
NA,2018-2019,295619.42000000004
