d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,1441262.41,1376359.86
0_other,2021-2022,2768740.94,2590879.91
2_professional_services,2017-2018,7195854.23,7416353.92
2_professional_services,2018-2019,7172789.23,7303900.48
2_professional_services,2019-2020,7192440.70,7134720.64
2_professional_services,2020-2021,7212339.23,6876195.12
2_professional_services,2021-2022,3596220.35,3413912.39
9_human_capital,2018-2019,26669.70,27108.52
9_human_capital,2019-2020,16453.00,16335.26
9_human_capital,2020-2021,20000.00,19215.63
